data,ativo,tone,volume
2023-08-02,BTC,0.3924,0.2282
2023-08-03,BTC,0.4622,0.311
2023-08-04,BTC,0.4494,0.2844
2023-08-05,BTC,0.7947,0.2752
2023-08-06,BTC,1.006,0.261
2023-08-07,BTC,0.1264,0.1341
2023-08-08,BTC,0.4592,0.1578
2023-08-09,BTC,0.388,0.1409
2023-08-10,BTC,0.7948,0.1516
2023-08-11,BTC,0.7422,0.1569
2023-08-12,BTC,0.8001,0.1951
2023-08-13,BTC,0.727,0.5508
2023-08-14,BTC,0.4768,0.2887
2023-08-15,BTC,0.8276,0.3934
2023-08-16,BTC,0.9005,0.3502
2023-08-17,BTC,0.4846,0.4252
2023-08-18,BTC,-0.0182,0.4159
2023-08-19,BTC,0.8182,0.443
2023-08-20,BTC,1.0344,0.6005
2023-08-21,BTC,0.2429,0.3328
2023-08-22,BTC,0.5802,0.3016
2023-08-23,BTC,0.5071,0.3002
2023-08-24,BTC,0.6135,0.2872
2023-08-25,BTC,0.5006,0.2342
2023-08-26,BTC,0.8269,0.3136
2023-08-27,BTC,0.9353,0.3936
2023-08-28,BTC,0.4519,0.1808
2023-08-29,BTC,0.3807,0.3216
2023-08-30,BTC,0.2836,0.2021
2023-08-31,BTC,-0.5117,0.2077
2023-09-01,BTC,0.1187,0.1786
2023-09-02,BTC,0.9116,0.1826
2023-09-03,BTC,0.9858,0.2183
2023-09-04,BTC,0.4923,0.1705
2023-09-05,BTC,0.6815,0.1697
2023-09-06,BTC,0.3962,0.1587
2023-09-07,BTC,0.5083,0.1754
2023-09-08,BTC,0.4345,0.2123
2023-09-09,BTC,0.5411,0.2427
2023-09-10,BTC,1.2578,0.2739
2023-09-11,BTC,0.1861,0.2002
2023-09-12,BTC,-0.0754,0.205
2023-09-13,BTC,0.127,0.22
2023-09-14,BTC,0.2501,0.1369
2023-09-15,BTC,0.5774,0.1219
2023-09-16,BTC,0.101,0.1002
2023-09-17,BTC,0.9069,0.2201
2023-09-18,BTC,0.579,0.186
2023-09-19,BTC,0.5447,0.2148
2021-09-20,SOL,-0.7001,0.0137
2021-09-21,SOL,0.2976,0.0169
2021-09-22,SOL,-0.4535,0.0128
2021-09-23,SOL,-1.2993,0.0522
2021-09-24,SOL,-2.0787,0.029
2021-09-25,SOL,-1.6619,0.0099
2021-09-26,SOL,-1.2845,0.0114
2021-09-27,SOL,-0.6713,0.006
2021-09-28,SOL,0.5983,0.0074
2021-09-29,SOL,0.5571,0.0064
2021-09-30,SOL,-0.9309,0.0095
2021-10-01,SOL,0.4968,0.0098
2021-10-02,SOL,0.414,0.0059
2021-10-03,SOL,0.4789,0.0103
2021-10-04,SOL,-0.5846,0.0125
2021-10-05,SOL,-2.4093,0.0546
2021-10-06,SOL,0.3052,0.0076
2021-10-07,SOL,1.1685,0.0105
2021-10-08,SOL,1.5766,0.013
2021-10-09,SOL,0.0205,0.0072
2021-10-10,SOL,2.6256,0.0417
2021-10-11,SOL,1.4766,0.008
2021-10-12,SOL,-0.1098,0.0154
2021-10-13,SOL,1.7422,0.0128
2021-10-14,SOL,0.8014,0.0126
2021-10-15,SOL,1.9225,0.0098
2021-10-16,SOL,1.5246,0.0065
2021-10-17,SOL,0.9113,0.0073
2021-10-18,SOL,0.3733,0.0113
2021-10-19,SOL,1.5079,0.0084
2021-10-20,SOL,0.4967,0.0062
2021-10-21,SOL,1.0157,0.0152
2021-10-22,SOL,0.595,0.0128
2021-10-23,SOL,-0.8139,0.0062
2021-10-24,SOL,0.6411,0.0112
2021-10-25,SOL,0.8165,0.0176
2021-10-26,SOL,1.1293,0.0138
2021-10-27,SOL,0.883,0.0131
2021-10-28,SOL,1.1598,0.0065
2021-10-29,SOL,2.1764,0.0159
2021-10-30,SOL,-0.8713,0.007
2021-10-31,SOL,0.7528,0.0047
2021-11-01,SOL,0.802,0.0092
2021-11-02,SOL,1.7122,0.0078
2021-11-03,SOL,1.4747,0.0127
2021-11-04,SOL,0.3168,0.0117
2021-11-05,SOL,0.4462,0.0107
2021-11-06,SOL,-0.3687,0.0078
2021-11-07,SOL,0.6414,0.0122
2021-11-08,SOL,0.9287,0.02
2021-11-09,SOL,0.8429,0.0249
2021-11-10,SOL,1.3492,0.0145
2021-11-11,SOL,1.1441,0.016
2021-11-12,SOL,2.0811,0.0211
2021-11-13,SOL,1.8585,0.0194
2021-11-14,SOL,1.4425,0.0113
2021-11-15,SOL,1.7755,0.0081
2021-11-16,SOL,0.4632,0.016
2021-11-17,SOL,1.4547,0.0134
2021-11-18,SOL,1.0049,0.0147
2021-11-19,SOL,-1.0335,0.0274
2021-11-20,SOL,0.7849,0.0147
2021-11-21,SOL,0.5255,0.0062
2021-11-22,SOL,1.2249,0.0148
2021-11-23,SOL,1.1952,0.0165
2021-11-24,SOL,0.5769,0.0135
2021-11-25,SOL,0.7242,0.0141
2021-11-26,SOL,-0.9275,0.0173
2021-11-27,SOL,-0.9091,0.0078
2021-11-28,SOL,1.0923,0.0085
2021-11-29,SOL,-0.0455,0.0185
2021-11-30,SOL,0.4531,0.0164
2021-12-01,SOL,0.811,0.0133
2021-12-02,SOL,0.7703,0.012
2021-12-03,SOL,0.0472,0.0103
2021-12-04,SOL,1.1566,0.0217
2021-12-05,SOL,-0.4327,0.0193
2021-12-06,SOL,0.4418,0.0192
2021-12-07,SOL,1.0389,0.0166
2021-12-08,SOL,0.2835,0.0144
2021-12-09,SOL,2.2223,0.0165
2021-12-10,SOL,0.1062,0.0099
2021-12-11,SOL,0.3943,0.0116
2021-12-12,SOL,1.6997,0.0078
2021-12-13,SOL,-0.0058,0.013
2021-12-14,SOL,0.0876,0.0201
2021-12-15,SOL,1.7139,0.0089
2021-12-16,SOL,2.5788,0.0247
2021-12-17,SOL,0.6735,0.0158
2021-12-18,SOL,1.333,0.0093
2021-12-19,SOL,0.6327,0.0132
2021-12-20,SOL,0.6305,0.0137
2021-12-21,SOL,-0.1707,0.0147
2021-12-22,SOL,0.1099,0.0125
2021-12-23,SOL,1.2721,0.016
2021-12-24,SOL,2.2333,0.0161
2021-12-25,SOL,0.4164,0.0102
2021-12-26,SOL,0.4697,0.0089
2021-12-27,SOL,0.3526,0.0176
2021-12-28,SOL,-0.2237,0.0222
2021-12-29,SOL,1.1761,0.0209
2021-12-30,SOL,1.0713,0.0151
2021-12-31,SOL,0.7269,0.0108
2022-01-01,SOL,0.322,0.0127
2022-01-02,SOL,1.7327,0.0093
2022-01-03,SOL,0.7998,0.0139
2022-01-04,SOL,0.72,0.0213
2022-01-05,SOL,0.7727,0.0221
2022-01-06,SOL,-0.4018,0.0244
2022-01-07,SOL,-1.1665,0.0228
2022-01-08,SOL,-0.1663,0.0166
2022-01-09,SOL,-0.1113,0.012
2022-01-10,SOL,0.1625,0.0154
2022-01-11,SOL,0.4776,0.0195
2022-01-12,SOL,1.1588,0.0175
2022-01-13,SOL,0.6283,0.0205
2022-01-14,SOL,-0.2223,0.0197
2022-01-15,SOL,0.2943,0.0127
2022-01-16,SOL,0.0345,0.0197
2022-01-17,SOL,0.6032,0.0208
2022-01-18,SOL,-0.2414,0.0149
2022-01-19,SOL,0.457,0.0201
2022-01-20,SOL,0.3339,0.021
2022-01-21,SOL,-1.4361,0.0195
2022-01-22,SOL,-2.2275,0.0449
2022-01-23,SOL,-2.3706,0.043
2022-01-24,SOL,-1.9357,0.0218
2022-01-25,SOL,-0.0625,0.0195
2022-01-26,SOL,-0.4902,0.0364
2022-01-27,SOL,0.1581,0.0126
2022-01-28,SOL,0.0507,0.0105
2022-01-29,SOL,-0.3179,0.0131
2022-01-30,SOL,0.8871,0.0134
2022-01-31,SOL,0.4911,0.0135
2022-02-01,SOL,0.6922,0.0163
2022-02-02,SOL,0.0177,0.0152
2022-02-03,SOL,-0.0488,0.0331
2022-02-04,SOL,-0.5252,0.0164
2022-02-05,SOL,-0.3611,0.0135
2022-02-06,SOL,-0.5776,0.0079
2022-02-07,SOL,0.5562,0.0193
2022-02-08,SOL,-0.0393,0.0167
2022-02-09,SOL,0.8617,0.0177
2022-02-10,SOL,0.8856,0.0092
2022-02-11,SOL,0.8034,0.0199
2022-02-12,SOL,1.6855,0.0125
2022-02-13,SOL,0.5182,0.0063
2022-02-14,SOL,0.3509,0.0107
2022-02-15,SOL,0.7389,0.0114
2022-02-16,SOL,1.2325,0.0117
2022-02-17,SOL,0.1374,0.0173
2022-02-18,SOL,0.2216,0.0146
2022-02-19,SOL,-1.782,0.0121
2022-02-20,SOL,-0.2171,0.007
2022-02-21,SOL,-0.2237,0.0097
2022-02-22,SOL,0.8162,0.0216
2022-02-23,SOL,1.8517,0.0178
2022-02-24,SOL,-0.2634,0.0186
2022-02-25,SOL,-0.0363,0.0097
2022-02-26,SOL,0.6572,0.0076
2022-02-27,SOL,0.3821,0.0116
2022-02-28,SOL,0.2447,0.0078
2022-03-01,SOL,0.4584,0.0201
2022-03-02,SOL,1.6466,0.0247
2022-03-03,SOL,1.6336,0.0229
2022-03-04,SOL,-0.3747,0.0109
2022-03-05,SOL,-0.4623,0.0098
2022-03-06,SOL,-0.4021,0.0094
2022-03-07,SOL,1.1565,0.0192
2022-03-08,SOL,-0.237,0.0091
2022-03-09,SOL,1.3705,0.0178
2022-03-10,SOL,1.4844,0.015
2022-03-11,SOL,1.0139,0.0171
2022-03-12,SOL,0.099,0.0092
2022-03-13,SOL,0.8994,0.0084
2022-03-14,SOL,0.5852,0.013
2022-03-15,SOL,1.5156,0.0134
2022-03-16,SOL,0.7019,0.013
2022-03-17,SOL,1.0017,0.0141
2022-03-18,SOL,1.0381,0.0127
2022-03-19,SOL,0.6095,0.0089
2022-03-20,SOL,1.0316,0.0077
2022-03-21,SOL,0.4975,
2022-03-22,SOL,0.7478,
2022-03-23,SOL,1.7614,
2022-03-24,SOL,1.1495,
2022-03-25,SOL,0.6886,
2022-03-26,SOL,-1.2064,
2022-03-27,SOL,0.5592,
2022-03-28,SOL,0.2335,
2022-03-29,SOL,0.4367,
2022-03-30,SOL,-0.5291,
2022-03-31,SOL,0.6182,
2022-04-01,SOL,0.7264,
2022-04-02,SOL,0.1071,
2022-04-03,SOL,0.8442,
2022-04-04,SOL,0.7646,
2022-04-05,SOL,0.7828,
2022-04-06,SOL,0.5646,
2022-04-07,SOL,1.0416,
2022-04-08,SOL,-0.0353,
2022-04-09,SOL,0.694,
2022-04-10,SOL,1.0188,
2022-04-11,SOL,0.1826,
2022-04-12,SOL,0.6641,
2022-04-13,SOL,0.3291,
2022-04-14,SOL,0.4669,
2022-04-15,SOL,1.1889,
2022-04-16,SOL,0.1617,
2022-04-17,SOL,0.7989,
2022-04-18,SOL,-0.2285,
2022-04-19,SOL,0.8768,
2022-04-20,SOL,1.6044,
2022-04-21,SOL,1.7016,
2022-04-22,SOL,1.0882,
2022-04-23,SOL,0.6099,
2022-04-24,SOL,0.2564,
2022-04-25,SOL,0.3869,
2022-04-26,SOL,0.2618,
2022-04-27,SOL,0.8052,
2022-04-28,SOL,1.8897,
2022-04-29,SOL,1.1637,
2022-04-30,SOL,-0.966,
2022-05-01,SOL,-0.0897,
2022-05-02,SOL,0.1745,
2022-05-03,SOL,0.8955,
2022-05-04,SOL,-0.1841,
2022-05-05,SOL,0.0948,
2022-05-06,SOL,0.4698,
2022-05-07,SOL,0.3676,
2022-05-08,SOL,0.6209,
2022-05-09,SOL,-1.366,
2022-05-10,SOL,-2.618,
2022-05-11,SOL,-0.1103,
2022-05-12,SOL,-1.1908,
2022-05-13,SOL,-0.5751,
2022-05-14,SOL,-0.1213,
2022-05-15,SOL,0.6115,
2022-05-16,SOL,0.0756,
2022-05-17,SOL,1.3849,
2022-05-18,SOL,1.4261,
2022-05-19,SOL,0.5369,
2022-05-20,SOL,0.56,
2022-05-21,SOL,1.686,
2022-05-22,SOL,1.5733,
2022-05-23,SOL,1.3414,
2022-05-24,SOL,1.3999,
2022-05-25,SOL,1.1819,
2022-05-26,SOL,-0.2566,
2022-05-27,SOL,-0.5571,
2022-05-28,SOL,-1.2257,
2022-05-29,SOL,1.0354,
2022-05-30,SOL,0.3927,
2022-05-31,SOL,0.7655,
2022-06-01,SOL,0.5828,
2022-06-02,SOL,-0.1044,
2022-06-03,SOL,-0.3293,
2022-06-04,SOL,0.4496,
2022-06-05,SOL,-0.2799,
2022-06-06,SOL,0.3211,
2022-06-07,SOL,1.0541,
2022-06-08,SOL,1.5587,
2022-06-09,SOL,1.1296,
2022-06-10,SOL,1.6522,
2022-06-11,SOL,-0.3345,
2022-06-12,SOL,-0.433,
2022-06-13,SOL,-1.8414,
2022-06-14,SOL,0.5923,
2022-06-15,SOL,-1.7013,
2022-06-16,SOL,-0.3583,
2022-06-17,SOL,0.8582,
2022-06-18,SOL,-1.7498,
2022-06-19,SOL,-1.1396,
2022-06-20,SOL,-1.8881,
2022-06-21,SOL,1.22,
2022-06-22,SOL,0.7149,
2022-06-23,SOL,1.1932,
2022-06-24,SOL,0.3463,
2022-06-25,SOL,-0.5235,
2022-06-26,SOL,-1.7023,
2022-06-27,SOL,0.4793,
2022-06-28,SOL,1.4155,
2022-06-29,SOL,-0.0018,
2022-06-30,SOL,1.7704,
2022-07-01,SOL,0.4652,
2022-07-02,SOL,0.3572,
2022-07-03,SOL,-1.5902,
2022-07-04,SOL,-0.2282,
2022-07-05,SOL,0.2961,
2022-07-06,SOL,0.0854,
2022-07-07,SOL,0.4891,
2022-07-08,SOL,-0.3594,
2022-07-09,SOL,-0.6484,
2022-07-10,SOL,-1.443,
2022-07-11,SOL,0.3856,
2022-07-12,SOL,0.7106,
2022-07-13,SOL,0.5648,
2022-07-14,SOL,0.3654,
2022-07-15,SOL,0.9752,
2022-07-16,SOL,0.3197,
2022-07-17,SOL,0.9497,
2022-07-18,SOL,1.002,
2022-07-19,SOL,0.1607,
2022-07-20,SOL,-0.1344,
2022-07-21,SOL,0.657,
2022-07-22,SOL,1.0501,
2022-07-23,SOL,0.4775,
2022-07-24,SOL,0.262,
2022-07-25,SOL,0.1824,
2022-07-26,SOL,-0.4923,
2022-07-27,SOL,0.6021,
2022-07-28,SOL,-0.0349,
2022-07-29,SOL,0.8975,
2022-07-30,SOL,3.1295,
2022-07-31,SOL,1.3036,
2022-08-01,SOL,1.1971,
2022-08-02,SOL,0.1553,
2022-08-03,SOL,-2.0842,
2022-08-04,SOL,-0.2456,
2022-08-05,SOL,-0.7786,
2022-08-06,SOL,-0.9767,
2022-08-07,SOL,0.1697,
2022-08-08,SOL,-0.5453,
2022-08-09,SOL,-0.4913,
2022-08-10,SOL,0.6288,
2022-08-11,SOL,0.6902,
2022-08-12,SOL,0.1658,
2022-08-13,SOL,1.0804,
2022-08-14,SOL,1.2519,
2022-08-15,SOL,-0.2334,
2022-08-16,SOL,-1.6902,
2022-08-17,SOL,0.6969,
2022-08-18,SOL,-0.163,
2022-08-19,SOL,-1.5595,
2022-08-20,SOL,0.4666,
2022-08-21,SOL,-0.9338,
2022-08-22,SOL,-0.7691,
2022-08-23,SOL,-0.4256,
2022-08-24,SOL,1.876,
2022-08-25,SOL,0.1821,
2022-08-26,SOL,-0.0968,
2022-08-27,SOL,-0.7767,
2022-08-28,SOL,-0.0379,
2022-08-29,SOL,-0.5303,
2022-08-30,SOL,-0.5065,
2022-08-31,SOL,0.413,
2022-09-01,SOL,-1.8113,
2022-09-02,SOL,-1.2589,
2022-09-03,SOL,0.6697,
2022-09-04,SOL,-0.7596,
2022-09-05,SOL,-0.0135,
2022-09-06,SOL,0.2568,
2022-09-07,SOL,0.0754,
2022-09-08,SOL,0.8348,
2022-09-09,SOL,0.7128,
2022-09-10,SOL,0.9209,
2022-09-11,SOL,1.8898,
2022-09-12,SOL,0.3223,
2022-09-13,SOL,0.6287,
2022-09-14,SOL,1.2976,
2022-09-15,SOL,0.5261,
2022-09-16,SOL,0.3849,
2022-09-17,SOL,0.3935,
2022-09-18,SOL,0.9432,
2022-09-19,SOL,1.1522,0.0105
2022-09-20,SOL,0.3414,0.0117
2022-09-21,SOL,0.0893,0.0101
2022-09-22,SOL,0.5256,0.0164
2022-09-23,SOL,2.2703,0.0141
2022-09-24,SOL,1.3961,0.0084
2022-09-25,SOL,-0.3143,0.007
2022-09-26,SOL,-0.9837,0.0094
2022-09-27,SOL,-0.1292,0.0145
2022-09-28,SOL,2.165,0.0296
2022-09-29,SOL,0.8176,0.013
2022-09-30,SOL,0.9103,0.0104
2022-10-01,SOL,-0.2332,0.0083
2022-10-02,SOL,0.7492,0.0054
2022-10-03,SOL,0.7379,0.0138
2022-10-04,SOL,2.0021,0.0196
2022-10-05,SOL,-0.332,0.013
2022-10-06,SOL,0.9826,0.0122
2022-10-07,SOL,-0.6693,0.0085
2022-10-08,SOL,0.7026,0.0049
2022-10-09,SOL,0.1796,0.0059
2022-10-10,SOL,-0.0749,0.0109
2022-10-11,SOL,0.7496,0.0122
2022-10-12,SOL,-0.4,0.0167
2022-10-13,SOL,-1.1371,0.012
2022-10-14,SOL,0.0218,0.015
2022-10-15,SOL,0.5187,0.008
2022-10-16,SOL,0.9579,0.0048
2022-10-17,SOL,1.282,0.0211
2022-10-18,SOL,0.6584,0.0165
2022-10-19,SOL,0.3164,0.0161
2022-10-20,SOL,0.2818,0.0112
2022-10-21,SOL,0.1772,0.0139
2022-10-22,SOL,1.1262,0.0061
2022-10-23,SOL,0.4172,0.0051
2022-10-24,SOL,0.577,0.0103
2022-10-25,SOL,0.9243,0.0173
2022-10-26,SOL,0.8743,0.0146
2022-10-27,SOL,1.309,0.0212
2022-10-28,SOL,0.8819,0.0064
2022-10-29,SOL,0.0375,0.0096
2022-10-30,SOL,0.8795,0.0056
2022-10-31,SOL,0.1895,0.0092
2022-11-01,SOL,1.1595,0.0113
2022-11-02,SOL,1.1106,0.0119
2022-11-03,SOL,2.6009,0.0249
2022-11-04,SOL,2.1479,0.0205
2022-11-05,SOL,0.4298,0.0092
2022-11-06,SOL,1.4185,0.0114
2022-11-07,SOL,0.02,0.0146
2022-11-08,SOL,-0.7404,0.0202
2022-11-09,SOL,-1.6907,0.0376
2022-11-10,SOL,0.8606,0.0679
2022-11-11,SOL,-2.8921,0.0604
2022-11-12,SOL,-1.8471,0.015
2022-11-13,SOL,-2.2562,0.0163
2022-11-14,SOL,-1.2007,0.0193
2022-11-15,SOL,-1.1369,0.0167
2022-11-16,SOL,-1.1098,0.0119
2022-11-17,SOL,-1.6194,0.0162
2022-11-18,SOL,-1.4068,0.0172
2022-11-19,SOL,-0.6115,0.0063
2022-11-20,SOL,-0.134,0.0035
2022-11-21,SOL,-1.5557,0.0151
2022-11-22,SOL,-1.4195,0.0105
2022-11-23,SOL,1.2529,0.0132
2022-11-24,SOL,1.1467,0.0117
2022-11-25,SOL,0.8646,0.008
2022-11-26,SOL,1.1005,0.0053
2022-11-27,SOL,1.9732,0.0073
2022-11-28,SOL,-0.3699,0.0107
2022-11-29,SOL,0.3216,0.011
2022-11-30,SOL,0.6525,0.0089
2022-12-01,SOL,1.8473,0.0112
2022-12-02,SOL,1.9068,0.0208
2022-12-03,SOL,2.727,0.0069
2022-12-04,SOL,3.3668,0.0051
2022-12-05,SOL,0.4461,0.0068
2022-12-06,SOL,1.4261,0.0128
2022-12-07,SOL,1.139,0.0134
2022-12-08,SOL,-0.0219,0.0193
2022-12-09,SOL,0.1254,0.0097
2022-12-10,SOL,1.3391,0.0105
2022-12-11,SOL,-0.6073,0.0077
2022-12-12,SOL,0.7827,0.0105
2022-12-13,SOL,0.1905,0.0108
2022-12-14,SOL,0.6299,0.0077
2022-12-15,SOL,1.2959,0.0096
2022-12-16,SOL,-1.6832,0.0239
2022-12-17,SOL,-2.1639,0.0212
2022-12-18,SOL,0.3404,0.0068
2022-12-19,SOL,1.0326,0.0112
2022-12-20,SOL,2.4622,0.0078
2022-12-21,SOL,-0.4033,0.0128
2022-12-22,SOL,-0.0648,0.0076
2022-12-23,SOL,0.4136,0.0096
2022-12-24,SOL,0.2908,0.0065
2022-12-25,SOL,0.0811,0.0061
2022-12-26,SOL,0.8395,0.0146
2022-12-27,SOL,0.562,0.0075
2022-12-28,SOL,-1.0347,0.0157
2022-12-29,SOL,-0.7117,0.0118
2022-12-30,SOL,-1.0415,0.0175
2022-12-31,SOL,-1.4729,0.0094
2023-01-01,SOL,-0.026,0.005
2023-01-02,SOL,-0.1157,0.0076
2023-01-03,SOL,0.2654,0.0116
2023-01-04,SOL,0.331,0.0135
2023-01-05,SOL,0.1174,0.0139
2023-01-06,SOL,0.0464,0.0106
2023-01-07,SOL,0.4422,0.0078
2023-01-08,SOL,-0.918,0.0061
2023-01-09,SOL,0.2626,0.022
2023-01-10,SOL,0.4629,0.0134
2023-01-11,SOL,0.6753,0.0091
2023-01-12,SOL,0.474,0.0109
2023-01-13,SOL,-0.3352,0.0086
2023-01-14,SOL,-0.4575,0.01
2023-01-15,SOL,0.4289,0.0054
2023-01-16,SOL,-0.2877,0.0095
2023-01-17,SOL,0.5962,0.0158
2023-01-18,SOL,0.1265,0.0197
2023-01-19,SOL,0.0127,0.0107
2023-01-20,SOL,-1.0898,0.0124
2023-01-21,SOL,0.0601,0.0145
2023-01-22,SOL,0.7516,0.0109
2023-01-23,SOL,0.7569,0.0131
2023-01-24,SOL,0.0577,0.0076
2023-01-25,SOL,0.0021,0.0106
2023-01-26,SOL,-2.2445,0.0066
2023-01-27,SOL,0.7665,0.0098
2023-01-28,SOL,1.0003,0.0032
2023-01-29,SOL,0.5786,0.0092
2023-01-30,SOL,-0.0233,0.0116
2023-01-31,SOL,0.7037,0.0094
2023-02-01,SOL,0.9536,0.0055
2023-02-02,SOL,0.9369,0.0081
2023-02-03,SOL,0.9121,0.0043
2023-02-04,SOL,0.2117,0.0059
2023-02-05,SOL,0.8214,0.0036
2023-02-06,SOL,-2.0714,0.0127
2023-02-07,SOL,-0.6926,0.0094
2023-02-08,SOL,1.042,0.0057
2023-02-09,SOL,0.3913,0.0063
2023-02-10,SOL,-0.1273,0.011
2023-02-11,SOL,1.7922,0.0274
2023-02-12,SOL,0.5997,0.0077
2023-02-13,SOL,0.4161,0.0091
2023-02-14,SOL,-0.035,0.0092
2023-02-15,SOL,-0.2782,0.0061
2023-02-16,SOL,0.2545,0.0101
2023-02-17,SOL,0.2845,0.0066
2023-02-18,SOL,-1.9282,0.0053
2023-02-19,SOL,1.0734,0.0059
2023-02-20,SOL,0.8046,0.0104
2023-02-21,SOL,0.2975,0.0114
2023-02-22,SOL,1.1234,0.0122
2023-02-23,SOL,0.6983,0.0158
2023-02-24,SOL,0.2594,0.0118
2023-02-25,SOL,0.3614,0.0095
2023-02-26,SOL,0.7413,0.0048
2023-02-27,SOL,-0.1833,0.0083
2023-02-28,SOL,-0.4586,0.012
2023-03-01,SOL,0.9792,0.0106
2023-03-02,SOL,1.3934,0.0111
2023-03-03,SOL,0.1361,0.0104
2023-03-04,SOL,-1.4927,0.009
2023-03-05,SOL,0.7822,0.0052
2023-03-06,SOL,-0.0152,0.0063
2023-03-07,SOL,-0.4635,0.0132
2023-03-08,SOL,0.6282,0.0152
2023-03-09,SOL,0.0351,0.0099
2023-03-10,SOL,0.0332,0.0081
2023-03-11,SOL,-0.5227,0.0147
2023-03-12,SOL,-0.4704,0.0084
2023-03-13,SOL,0.8612,0.0099
2023-03-14,SOL,0.1969,0.009
2023-03-15,SOL,0.7558,0.0072
2023-03-16,SOL,-0.5448,0.0053
2023-03-17,SOL,-1.5209,0.0143
2023-03-18,SOL,0.0306,0.0105
2023-03-19,SOL,-1.0826,0.0058
2023-03-20,SOL,-0.8374,0.0082
2023-09-18,SOL,1.6722,
2023-09-19,SOL,1.3012,
2023-09-20,SOL,0.8667,
2023-09-21,SOL,0.57,
2023-09-22,SOL,1.7184,
2023-09-23,SOL,0.1497,
2023-09-24,SOL,0.69,
2023-09-25,SOL,-0.0707,
2023-09-26,SOL,0.1145,
2023-09-27,SOL,-0.9808,
2023-09-28,SOL,1.1358,
2023-09-29,SOL,1.7054,
2023-09-30,SOL,1.6617,
2023-10-01,SOL,1.1353,
2023-10-02,SOL,0.8513,
2023-10-03,SOL,-0.6493,
2023-10-04,SOL,1.1373,
2023-10-05,SOL,1.0573,
2023-10-06,SOL,-0.5322,
2023-10-07,SOL,1.3118,
2023-10-08,SOL,1.0847,
2023-10-09,SOL,-0.8029,
2023-10-10,SOL,-0.1794,
2023-10-11,SOL,1.0641,
2023-10-12,SOL,-0.0479,
2023-10-13,SOL,0.1835,
2023-10-14,SOL,-0.3516,
2023-10-15,SOL,0.7299,
2023-10-16,SOL,0.582,
2023-10-17,SOL,0.078,
2023-10-18,SOL,0.8715,
2023-10-19,SOL,0.352,
2023-10-20,SOL,1.0161,
2023-10-21,SOL,0.2153,
2023-10-22,SOL,-0.5754,
2023-10-23,SOL,0.2176,
2023-10-24,SOL,0.8811,
2023-10-25,SOL,0.333,
2023-10-26,SOL,1.4748,
2023-10-27,SOL,1.0704,
2023-10-28,SOL,0.3602,
2023-10-29,SOL,2.5288,
2023-10-30,SOL,1.7414,
2023-10-31,SOL,2.0298,
2023-11-01,SOL,0.6793,
2023-11-02,SOL,-0.0555,
2023-11-03,SOL,-1.0559,
2023-11-04,SOL,1.1233,
2023-11-05,SOL,1.8548,
2023-11-06,SOL,0.3361,
2023-11-07,SOL,-0.6281,
2023-11-08,SOL,0.4561,
2023-11-09,SOL,1.4057,
2023-11-10,SOL,1.28,
2023-11-11,SOL,0.2962,
2023-11-12,SOL,0.7868,
2023-11-13,SOL,0.8876,
2023-11-14,SOL,-0.2724,
2023-11-15,SOL,1.8265,
2023-11-16,SOL,0.4449,
2023-11-17,SOL,1.4302,
2023-11-18,SOL,1.1349,
2023-11-19,SOL,0.2761,
2023-11-20,SOL,-0.4381,
2023-11-21,SOL,-0.0638,
2023-11-22,SOL,0.9251,
2023-11-23,SOL,0.7077,
2023-11-24,SOL,0.7959,
2023-11-25,SOL,0.2447,
2023-11-26,SOL,0.9858,
2023-11-27,SOL,-0.3639,
2023-11-28,SOL,1.0465,
2023-11-29,SOL,1.595,
2023-11-30,SOL,1.0851,
2023-12-01,SOL,1.43,
2023-12-02,SOL,2.3172,
2023-12-03,SOL,0.963,
2023-12-04,SOL,-1.0881,
2023-12-05,SOL,3.0431,
2023-12-06,SOL,0.9823,
2023-12-07,SOL,2.1343,
2023-12-08,SOL,1.1178,
2023-12-09,SOL,1.122,
2023-12-10,SOL,2.3717,
2023-12-11,SOL,1.1158,
2023-12-12,SOL,0.5973,
2023-12-13,SOL,0.9107,
2023-12-14,SOL,0.5063,
2023-12-15,SOL,1.2762,
2023-12-16,SOL,0.9453,
2023-12-17,SOL,-0.9529,
2023-12-18,SOL,0.6877,
2023-12-19,SOL,0.6202,
2023-12-20,SOL,1.0771,
2023-12-21,SOL,0.6553,
2023-12-22,SOL,0.4272,
2023-12-23,SOL,0.7394,
2023-12-24,SOL,-0.239,
2023-12-25,SOL,1.3366,
2023-12-26,SOL,0.9803,
2023-12-27,SOL,-0.1036,
2023-12-28,SOL,1.0597,
2023-12-29,SOL,0.5699,
2023-12-30,SOL,-0.3862,
2023-12-31,SOL,0.3972,
2024-01-01,SOL,1.4837,
2024-01-02,SOL,0.7001,
2024-01-03,SOL,0.8907,
2024-01-04,SOL,0.1047,
2024-01-05,SOL,0.2529,
2024-01-06,SOL,0.9403,
2024-01-07,SOL,0.7066,
2024-01-08,SOL,0.6173,
2024-01-09,SOL,1.1198,
2024-01-10,SOL,0.7523,
2024-01-11,SOL,-0.0237,
2024-01-12,SOL,-0.0093,
2024-01-13,SOL,1.3804,
2024-01-14,SOL,-1.5074,
2024-01-15,SOL,0.5552,
2024-01-16,SOL,1.7537,
2024-01-17,SOL,0.6349,
2024-01-18,SOL,1.2312,
