data,ativo,tone,volume
2024-01-19,SOL,0.9591,
2024-01-20,SOL,0.7544,
2024-01-21,SOL,1.7032,
2024-01-22,SOL,0.3888,
2024-01-23,SOL,0.3532,
2024-01-24,SOL,2.482,
2024-01-25,SOL,1.1928,
2024-01-26,SOL,2.2965,
2024-01-27,SOL,1.3972,
2024-01-28,SOL,1.1137,
2024-01-29,SOL,1.023,
2024-01-30,SOL,1.2263,
2024-01-31,SOL,1.1662,
2024-02-01,SOL,-0.076,
2024-02-02,SOL,1.4288,
2024-02-03,SOL,0.6095,
2024-02-04,SOL,1.1382,
2024-02-05,SOL,4.095,
2024-02-06,SOL,-1.5683,
2024-02-07,SOL,1.2032,
2024-02-08,SOL,0.9137,
2024-02-09,SOL,0.1752,
2024-02-10,SOL,0.0853,
2024-02-11,SOL,1.4842,
2024-02-12,SOL,1.7786,
2024-02-13,SOL,1.0195,
2024-02-14,SOL,0.8871,
2024-02-15,SOL,1.7966,
2024-02-16,SOL,0.9762,
2024-02-17,SOL,1.3464,
2024-02-18,SOL,1.3472,
2024-02-19,SOL,0.2546,
2024-02-20,SOL,2.1595,
2024-02-21,SOL,0.9315,
2024-02-22,SOL,2.5885,
2024-02-23,SOL,-0.2853,
2024-02-24,SOL,0.2252,
2024-02-25,SOL,1.7146,
2024-02-26,SOL,1.3984,
2024-02-27,SOL,1.3013,
2024-02-28,SOL,1.2874,
2024-02-29,SOL,1.2611,
2024-03-01,SOL,1.0272,
2024-03-02,SOL,2.1411,
2024-03-03,SOL,1.3043,
2024-03-04,SOL,1.9026,
2024-03-05,SOL,1.2326,
2024-03-06,SOL,0.354,
2024-03-07,SOL,1.3665,
2024-03-08,SOL,2.2436,
2024-03-09,SOL,0.9877,
2024-03-10,SOL,1.5998,
2024-03-11,SOL,1.0186,
2024-03-12,SOL,2.1156,
2024-03-13,SOL,1.2262,
2024-03-14,SOL,2.8537,
2024-03-15,SOL,0.9763,
2024-03-16,SOL,0.8018,
2024-03-17,SOL,1.3097,
2024-03-18,SOL,-0.2006,
2024-03-19,SOL,-0.4854,0.0387
2024-03-20,SOL,-0.2185,0.0266
2024-03-21,SOL,1.5807,0.0232
2024-03-22,SOL,1.2609,0.0235
2024-03-23,SOL,1.5586,0.02
2024-03-24,SOL,0.6404,0.0202
2024-03-25,SOL,0.3247,0.027
2024-03-26,SOL,1.8215,0.0248
2024-03-27,SOL,0.3562,0.0197
2024-03-28,SOL,0.6861,0.0307
2024-03-29,SOL,0.585,0.0347
2024-03-30,SOL,0.531,0.02
2024-03-31,SOL,2.8019,0.0178
2024-04-01,SOL,0.5275,0.0234
2024-04-02,SOL,2.5424,0.0627
2024-04-03,SOL,1.6484,0.0346
2024-04-04,SOL,0.2722,0.0314
2024-04-05,SOL,0.108,0.0373
2024-04-06,SOL,0.7118,0.0302
2024-04-07,SOL,0.4916,0.0264
2024-04-08,SOL,0.6325,0.0345
2024-04-09,SOL,0.4637,0.0332
2024-04-10,SOL,1.2862,0.0342
2024-04-11,SOL,0.7199,0.0221
2024-04-12,SOL,0.4053,0.0374
2024-04-13,SOL,-0.2398,0.027
2024-04-14,SOL,1.3043,0.0401
2024-04-15,SOL,1.1584,0.036
2024-04-16,SOL,0.2077,0.0323
2024-04-17,SOL,0.4757,0.0228
2024-04-18,SOL,0.5126,0.0237
2024-04-19,SOL,-0.4594,0.026
2024-04-20,SOL,1.956,0.0205
2024-04-21,SOL,1.7879,0.021
2024-04-22,SOL,0.4409,0.0295
2024-04-23,SOL,0.9967,0.0239
2024-04-24,SOL,1.0367,0.0271
2024-04-25,SOL,0.5606,0.0244
2024-04-26,SOL,0.9569,0.0261
2024-04-27,SOL,1.2699,0.0241
2024-04-28,SOL,1.6049,0.0245
2024-04-29,SOL,-0.0075,0.0242
2024-04-30,SOL,0.3799,0.0293
2024-05-01,SOL,1.2213,0.0272
2024-05-02,SOL,1.5148,0.0287
2024-05-03,SOL,0.8679,0.0192
2024-05-04,SOL,0.6237,0.0208
2024-05-05,SOL,0.0661,0.023
2024-05-06,SOL,0.9412,0.0241
2024-05-07,SOL,0.7384,0.0215
2024-05-08,SOL,0.8492,0.0277
2024-05-09,SOL,0.8895,0.0182
2024-05-10,SOL,0.6382,0.0217
2024-05-11,SOL,1.3844,0.0133
2024-05-12,SOL,0.4079,0.0093
2024-05-13,SOL,1.3821,0.0298
2024-05-14,SOL,0.5285,0.0263
2024-05-15,SOL,0.8799,0.0335
2024-05-16,SOL,1.477,0.017
2024-05-17,SOL,0.7571,0.0214
2024-05-18,SOL,1.2441,0.0151
2024-05-19,SOL,0.0384,0.0111
2024-05-20,SOL,0.2953,0.0279
2024-05-21,SOL,0.5616,0.0359
2024-05-22,SOL,1.0309,0.0265
2024-05-23,SOL,0.7638,0.02
2024-05-24,SOL,0.6342,0.0237
2024-05-25,SOL,0.4998,0.0139
2024-05-26,SOL,0.8837,0.0297
2024-05-27,SOL,0.4553,0.0564
2024-05-28,SOL,0.9177,0.0397
2024-05-29,SOL,1.0392,0.0322
2024-05-30,SOL,1.0702,0.0347
2024-05-31,SOL,1.1185,0.0361
2024-06-01,SOL,0.7521,0.0364
2024-06-02,SOL,1.9612,0.0217
2024-06-03,SOL,1.4628,0.0361
2024-06-04,SOL,0.4217,0.0264
2024-06-05,SOL,1.8268,0.0344
2024-06-06,SOL,1.139,0.0278
2024-06-07,SOL,0.8063,0.0384
2024-06-08,SOL,0.4499,0.0392
2024-06-09,SOL,1.0031,0.0281
2024-06-10,SOL,0.9886,0.0245
2024-06-11,SOL,0.2456,0.0323
2024-06-12,SOL,1.3226,0.0264
2024-06-13,SOL,0.903,0.0344
2024-06-14,SOL,-0.0115,0.0279
2024-06-15,SOL,1.206,0.032
2024-06-16,SOL,0.5372,0.0439
2024-06-17,SOL,1.0058,0.026
2024-06-18,SOL,0.5826,0.0361
2024-06-19,SOL,0.8696,0.029
2024-06-20,SOL,0.4668,0.0378
2024-06-21,SOL,0.971,0.03
2024-06-22,SOL,0.7813,0.0182
2024-06-23,SOL,0.4846,0.0257
2024-06-24,SOL,0.1583,0.0378
2024-06-25,SOL,0.1446,0.0287
2024-06-26,SOL,0.8961,0.0407
2024-06-27,SOL,0.4621,0.0288
2024-06-28,SOL,1.0935,0.0427
2024-06-29,SOL,-0.6562,0.0616
2024-06-30,SOL,1.631,0.1653
2024-07-01,SOL,2.6061,0.1613
2024-07-02,SOL,1.2774,0.0223
2024-07-03,SOL,0.7205,0.0259
2024-07-04,SOL,0.4559,0.0331
2024-07-05,SOL,-0.5198,0.0245
2024-07-06,SOL,0.1263,0.0204
2024-07-07,SOL,0.0824,0.0221
2024-07-08,SOL,0.2221,0.023
2024-07-09,SOL,1.7325,0.0275
2024-07-10,SOL,1.667,0.0232
2024-07-11,SOL,1.8266,0.0136
2024-07-12,SOL,0.9236,0.0252
2024-07-13,SOL,0.6631,0.0271
2024-07-14,SOL,0.526,0.0186
2024-07-15,SOL,-0.0153,0.0214
2024-07-16,SOL,1.3671,0.0252
2024-07-17,SOL,0.8343,0.0201
2024-07-18,SOL,1.6174,0.0258
2024-07-19,SOL,1.0408,0.0282
2024-07-20,SOL,1.4166,0.0304
2024-07-21,SOL,0.9099,0.0253
2024-07-22,SOL,1.1929,0.0279
2024-07-23,SOL,1.4759,0.0221
2024-07-24,SOL,1.8811,0.0191
2024-07-25,SOL,1.1483,0.0215
2024-07-26,SOL,1.8134,0.0211
2024-07-27,SOL,1.788,0.0351
2024-07-28,SOL,1.5379,0.0337
2024-07-29,SOL,0.9866,0.0203
2024-07-30,SOL,2.8202,0.0403
2024-07-31,SOL,0.9952,0.0282
2024-08-01,SOL,2.2073,0.0184
2024-08-02,SOL,1.7729,0.0157
2024-08-03,SOL,1.2633,0.0171
2024-08-04,SOL,0.2102,0.0245
2024-08-05,SOL,0.0883,0.0278
2024-08-06,SOL,0.4438,0.0187
2024-08-07,SOL,0.0568,0.0287
2024-08-08,SOL,1.4988,0.0163
2024-08-09,SOL,1.2604,0.0246
2024-08-10,SOL,1.2696,0.0194
2024-08-11,SOL,2.3312,0.0168
2024-08-12,SOL,1.6253,0.0176
2024-08-13,SOL,2.709,0.0167
2024-08-14,SOL,1.8748,0.021
2024-08-15,SOL,1.2845,0.0223
2024-08-16,SOL,1.6372,0.0257
2024-08-17,SOL,1.54,0.0152
2024-08-18,SOL,0.6809,0.0153
2024-08-19,SOL,0.7255,0.02
2024-08-20,SOL,0.4897,0.022
2024-08-21,SOL,0.8842,0.0216
2024-08-22,SOL,0.7017,0.0313
2024-08-23,SOL,1.7212,0.0241
2024-08-24,SOL,1.4971,0.0147
2024-08-25,SOL,1.2015,0.0185
2024-08-26,SOL,1.7324,0.0317
2024-08-27,SOL,1.7191,0.0211
2024-08-28,SOL,0.7639,0.0201
2024-08-29,SOL,1.0942,0.0225
2024-08-30,SOL,0.9305,0.0184
2024-08-31,SOL,0.7719,0.018
2024-09-01,SOL,0.9407,0.0352
2024-09-02,SOL,1.5703,0.0153
2024-09-03,SOL,1.6635,0.0344
2024-09-04,SOL,0.5467,0.0326
2024-09-05,SOL,0.8748,0.0233
2024-09-06,SOL,0.6794,0.0258
2024-09-07,SOL,1.035,0.0439
2024-09-08,SOL,0.5892,0.0245
2024-09-09,SOL,0.5635,0.0233
2024-09-10,SOL,1.2943,0.0281
2024-09-11,SOL,0.5876,0.0329
2024-09-12,SOL,1.6681,0.0308
2024-09-13,SOL,1.0374,0.0239
2024-09-14,SOL,1.0141,0.0322
2024-09-15,SOL,0.8676,0.0426
2024-09-16,SOL,0.5335,0.037
2024-09-17,SOL,1.4331,0.0275
2024-09-18,SOL,0.1498,0.0488
2024-09-19,SOL,0.7879,0.0185
2024-09-20,SOL,0.9905,0.0223
2024-09-21,SOL,0.8451,0.0148
2024-09-22,SOL,1.7936,0.0226
2024-09-23,SOL,1.2908,0.024
2024-09-24,SOL,0.3118,0.0213
2024-09-25,SOL,1.353,0.0198
2024-09-26,SOL,0.5916,0.0173
2024-09-27,SOL,2.9287,0.0145
2024-09-28,SOL,1.979,0.0179
2024-09-29,SOL,2.5796,0.0105
2024-09-30,SOL,1.8234,0.022
2024-10-01,SOL,1.1225,0.0246
2024-10-02,SOL,1.7988,0.0229
2024-10-03,SOL,0.2529,0.0168
2024-10-04,SOL,1.3361,0.0225
2024-10-05,SOL,1.5666,0.0155
2024-10-06,SOL,1.9979,0.0137
2024-10-07,SOL,0.8824,0.0192
2024-10-08,SOL,1.2007,0.012
2024-10-09,SOL,2.4307,0.0197
2024-10-10,SOL,1.4452,0.0219
2024-10-11,SOL,1.2635,0.0247
2024-10-12,SOL,1.9602,0.0158
2024-10-13,SOL,1.3241,0.0325
2024-10-14,SOL,0.9388,0.0256
2024-10-15,SOL,1.4294,0.0216
2024-10-16,SOL,1.1935,0.026
2024-10-17,SOL,1.3558,0.025
2024-10-18,SOL,1.8036,0.0319
2024-10-19,SOL,1.4702,0.0223
2024-10-20,SOL,2.2658,0.016
2024-10-21,SOL,1.789,0.0265
2024-10-22,SOL,2.448,0.0366
2024-10-23,SOL,1.3776,0.0295
2024-10-24,SOL,0.6145,0.0181
2024-10-25,SOL,0.9103,0.0222
2024-10-26,SOL,0.8139,0.0129
2024-10-27,SOL,1.3934,0.0251
2024-10-28,SOL,1.3911,0.0304
2024-10-29,SOL,1.4452,0.0247
2024-10-30,SOL,1.6028,0.0264
2024-10-31,SOL,1.0607,0.0246
2024-11-01,SOL,1.3889,0.0223
2024-11-02,SOL,1.0111,0.0233
2024-11-03,SOL,0.982,0.0224
2024-11-04,SOL,1.8139,0.0279
2024-11-05,SOL,-0.2575,0.0188
2024-11-06,SOL,1.4771,0.0193
2024-11-07,SOL,1.2101,0.0244
2024-11-08,SOL,1.9818,0.022
2024-11-09,SOL,1.8428,0.0234
2024-11-10,SOL,1.94,0.0135
2024-11-11,SOL,2.2413,0.0178
2024-11-12,SOL,1.7082,0.0308
2024-11-13,SOL,1.6034,0.0286
2024-11-14,SOL,1.276,0.0268
2024-11-15,SOL,2.2319,0.024
2024-11-16,SOL,1.6236,0.0208
2024-11-17,SOL,1.7087,0.0131
2024-11-18,SOL,1.2285,0.02
2024-11-19,SOL,1.8283,0.0313
2024-11-20,SOL,1.165,0.0314
2024-11-21,SOL,1.3157,0.0217
2024-11-22,SOL,1.4275,0.0208
2024-11-23,SOL,1.6489,0.0136
2024-11-24,SOL,2.9969,0.0082
2024-11-25,SOL,1.4238,0.0222
2024-11-26,SOL,1.1664,0.025
2024-11-27,SOL,1.8363,0.0169
2024-11-28,SOL,2.5543,0.0146
2024-11-29,SOL,1.8497,0.0216
2024-11-30,SOL,1.5797,0.0203
2024-12-01,SOL,1.0821,0.0131
2024-12-02,SOL,1.5359,0.0266
2024-12-03,SOL,1.3618,0.025
2024-12-04,SOL,1.1759,0.0215
2024-12-05,SOL,0.2065,0.042
2024-12-06,SOL,0.4331,0.0376
2024-12-07,SOL,-0.2629,0.0219
2024-12-08,SOL,2.1269,0.0189
2024-12-09,SOL,0.67,0.0249
2024-12-10,SOL,0.7918,0.0292
2024-12-11,SOL,1.5876,0.0159
2024-12-12,SOL,2.2204,0.0216
2024-12-13,SOL,2.4779,0.0245
2024-12-14,SOL,1.4257,0.0134
2024-12-15,SOL,0.3643,0.0128
2024-12-16,SOL,1.3921,0.0212
2024-12-17,SOL,1.8903,0.0157
2024-12-18,SOL,1.4783,0.022
2024-12-19,SOL,1.3334,0.0131
2024-12-20,SOL,1.1042,0.0246
2024-12-21,SOL,0.8689,0.0242
2024-12-22,SOL,3.3667,0.0102
2024-12-23,SOL,0.9618,0.0224
2024-12-24,SOL,1.8008,0.0212
2024-12-25,SOL,3.6588,0.017
2024-12-26,SOL,1.2608,0.0315
2024-12-27,SOL,1.6969,0.024
2024-12-28,SOL,2.197,0.0317
2024-12-29,SOL,-1.4632,0.048
2024-12-30,SOL,0.899,0.0313
2024-12-31,SOL,1.1836,0.0321
2025-01-01,SOL,-0.4928,0.0253
2025-01-02,SOL,1.2819,0.021
2025-01-03,SOL,2.0507,0.0232
2025-01-04,SOL,1.107,0.0118
2025-01-05,SOL,2.2396,0.0143
2025-01-06,SOL,2.0296,0.0294
2025-01-07,SOL,2.0598,0.0206
2025-01-08,SOL,2.1288,0.018
2025-01-09,SOL,2.6396,0.0265
2025-01-10,SOL,1.0738,0.0238
2025-01-11,SOL,3.3274,0.0137
2025-01-12,SOL,-3.6519,0.0085
2025-01-13,SOL,1.5916,0.0205
2025-01-14,SOL,1.5108,0.0275
2025-01-15,SOL,2.0347,0.016
2025-01-16,SOL,1.4264,0.0217
2025-01-17,SOL,1.4934,0.027
2025-01-18,SOL,1.2014,0.0381
2025-01-19,SOL,1.163,0.0408
2025-01-20,SOL,0.4909,0.0613
2025-01-21,SOL,0.6592,0.0414
2025-01-22,SOL,1.2691,0.0191
2025-01-23,SOL,1.1522,0.0316
2025-01-24,SOL,2.0683,0.0243
2025-01-25,SOL,2.3314,0.029
2025-01-26,SOL,2.3381,0.0235
2025-01-27,SOL,2.1921,0.0245
2025-01-28,SOL,0.7426,0.02
2025-01-29,SOL,1.1972,0.0196
2025-01-30,SOL,1.5747,0.0261
2025-01-31,SOL,1.5632,0.0322
2025-02-01,SOL,2.7498,0.0076
2025-02-02,SOL,0.1122,0.0172
2025-02-03,SOL,1.3174,0.0253
2025-02-04,SOL,0.963,0.0154
2025-02-05,SOL,0.0906,0.0134
2025-02-06,SOL,1.1837,0.0198
2025-02-07,SOL,1.1296,0.0215
2025-02-08,SOL,2.8171,0.0211
2025-02-09,SOL,2.8465,0.0121
2025-02-10,SOL,1.0936,0.0164
2025-02-11,SOL,0.408,0.0553
2025-02-12,SOL,0.4894,0.0172
2025-02-13,SOL,1.0278,0.0169
2025-02-14,SOL,1.9781,0.0211
2025-02-15,SOL,0.4521,0.0109
2025-02-16,SOL,0.5957,0.0078
2025-02-17,SOL,0.102,0.0323
2025-02-18,SOL,-0.1102,0.0235
2025-02-19,SOL,0.7018,0.0165
2025-02-20,SOL,0.7651,0.0239
2025-02-21,SOL,0.9144,0.0206
2025-02-22,SOL,1.3384,0.0195
2025-02-23,SOL,0.2414,0.0043
2025-02-24,SOL,-1.046,0.0141
2025-02-25,SOL,-1.3574,0.0433
2025-02-26,SOL,0.6122,0.0214
2025-02-27,SOL,-0.2128,0.022
2025-02-28,SOL,0.5557,0.0296
2025-03-01,SOL,0.9149,0.0129
2025-03-02,SOL,0.3328,0.0486
2025-03-03,SOL,0.3353,0.1144
2025-03-04,SOL,0.3226,0.0596
2025-03-05,SOL,0.601,0.0265
2025-03-06,SOL,0.2656,0.0378
2025-03-07,SOL,0.5323,0.0771
2025-03-08,SOL,0.3322,0.0266
2025-03-09,SOL,0.6262,0.0142
2025-03-10,SOL,0.1412,0.0185
2025-03-11,SOL,-0.0676,0.0234
2025-03-12,SOL,0.3608,0.0122
2025-03-13,SOL,-0.4756,0.0184
2025-03-14,SOL,-0.4179,0.0181
2025-03-15,SOL,0.0545,0.012
2025-03-16,SOL,-0.0733,0.016
2025-03-17,SOL,1.103,0.0243
2025-03-18,SOL,0.6221,0.0277
2025-03-19,SOL,0.9077,0.024
2025-03-20,SOL,0.6898,0.0203
2025-03-21,SOL,1.886,0.0249
2025-03-22,SOL,1.5922,0.0214
2025-03-23,SOL,2.0514,0.0144
2025-03-24,SOL,0.8747,0.0176
2025-03-25,SOL,2.748,0.0278
2025-03-26,SOL,2.221,0.0226
2025-03-27,SOL,2.2979,0.0119
2025-03-28,SOL,-0.2388,0.0126
2025-03-29,SOL,-0.5984,0.0104
2025-03-30,SOL,1.0879,0.0092
2025-03-31,SOL,1.2632,0.0197
2025-04-01,SOL,0.1871,0.0214
2025-04-02,SOL,-1.4152,0.0196
2025-04-03,SOL,0.5172,0.0167
2025-04-04,SOL,-0.8642,0.0221
2025-04-05,SOL,1.1631,0.0183
2025-04-06,SOL,-1.2563,0.0092
2025-04-07,SOL,-1.8764,0.0415
2025-04-08,SOL,0.2939,0.0245
2025-04-09,SOL,1.195,0.0208
2025-04-10,SOL,1.4579,0.028
2025-04-11,SOL,1.2995,0.0216
2025-04-12,SOL,1.2135,0.0142
2025-04-13,SOL,-1.7466,0.0086
2025-04-14,SOL,1.6411,0.0126
2025-04-15,SOL,1.943,0.0249
2025-04-16,SOL,0.2404,0.019
2025-04-17,SOL,1.3003,0.0224
2025-04-18,SOL,0.8463,0.0246
2025-04-19,SOL,1.0912,0.0096
2025-04-20,SOL,1.808,0.0105
2025-04-21,SOL,1.72,0.0244
2025-04-22,SOL,1.0251,0.0179
2025-04-23,SOL,0.8484,0.0218
2025-04-24,SOL,0.9257,0.021
2025-04-25,SOL,1.3733,0.0185
2025-04-26,SOL,2.3803,0.0114
2025-04-27,SOL,0.2471,0.0087
2025-04-28,SOL,2.5091,0.0244
2025-04-29,SOL,1.0222,0.0133
2025-04-30,SOL,1.0062,0.0243
2025-05-01,SOL,1.5931,0.0259
2025-05-02,SOL,1.4918,0.0164
2025-05-03,SOL,1.0292,0.0067
2025-05-04,SOL,1.6787,0.0129
2025-05-05,SOL,0.8249,0.0208
2025-05-06,SOL,2.2029,0.0171
2025-05-07,SOL,1.7837,0.016
2025-05-08,SOL,1.1614,0.0254
2025-05-09,SOL,1.5268,0.0182
2025-05-10,SOL,2.1263,0.0072
2025-05-11,SOL,1.8076,0.0114
2025-05-12,SOL,2.5324,0.02
2025-05-13,SOL,1.308,0.0209
2025-05-14,SOL,1.3113,0.0227
2025-05-15,SOL,1.1275,0.0171
2025-05-16,SOL,1.8157,0.0229
2025-05-17,SOL,2.2309,0.0226
2025-05-18,SOL,0.7693,0.0119
2025-05-19,SOL,1.3696,0.016
2025-05-20,SOL,2.1422,0.0196
2025-05-21,SOL,1.6929,0.0243
2025-05-22,SOL,2.1142,0.0268
2025-05-23,SOL,1.526,0.0295
2025-05-24,SOL,1.2706,0.0163
2025-05-25,SOL,-0.3148,0.0116
2025-05-26,SOL,1.5468,0.0165
2025-05-27,SOL,2.9613,0.0194
2025-05-28,SOL,2.1454,0.0196
2025-05-29,SOL,1.2407,0.0231
2025-05-30,SOL,1.1071,0.0213
2025-05-31,SOL,-0.6937,0.0147
2025-06-01,SOL,1.4837,0.0138
2025-06-02,SOL,2.2159,0.0211
2025-06-03,SOL,2.0135,0.0228
2025-06-04,SOL,1.5366,0.0219
2025-06-05,SOL,2.0808,0.0186
2025-06-06,SOL,0.292,0.0141
2025-06-07,SOL,0.6338,0.0212
2025-06-08,SOL,2.1777,0.0141
2025-06-09,SOL,1.3881,0.0294
2025-06-10,SOL,1.6614,0.0386
2025-06-11,SOL,1.988,0.0178
2025-06-12,SOL,1.4827,0.0243
2025-06-13,SOL,0.5041,0.0253
2025-06-14,SOL,0.4245,0.0093
2025-07-02,SOL,1.4366,0.0353
2025-07-03,SOL,1.1802,0.0267
2025-07-04,SOL,1.5088,0.0324
2025-07-05,SOL,1.3699,0.0297
2025-07-06,SOL,0.7904,0.0222
2025-07-07,SOL,0.9437,0.0254
2025-07-08,SOL,1.749,0.0412
2025-07-09,SOL,1.2586,0.0306
2025-07-10,SOL,1.9684,0.0296
2025-07-11,SOL,1.1599,0.0327
2025-07-12,SOL,1.8021,0.0275
2025-07-13,SOL,2.7904,0.018
2025-07-14,SOL,1.8134,0.0496
2025-07-15,SOL,1.8732,0.0278
2025-07-16,SOL,1.5408,0.0278
2025-07-17,SOL,0.8067,0.0308
2025-07-18,SOL,2.1389,0.0255
2025-07-19,SOL,1.3248,0.0136
2025-07-20,SOL,0.8196,0.0187
2025-07-21,SOL,1.9338,0.0253
2025-07-22,SOL,1.4977,0.0219
2025-07-23,SOL,0.8208,0.0274
2025-07-24,SOL,0.6398,0.0251
2025-07-25,SOL,0.8727,0.0473
2025-07-26,SOL,0.856,0.0416
2025-07-27,SOL,1.4448,0.017
2025-07-28,SOL,1.5539,0.0262
2025-07-29,SOL,1.0359,0.0159
2025-07-30,SOL,1.5621,0.0236
2025-07-31,SOL,1.2806,0.0276
2025-08-01,SOL,1.3465,0.0221
2025-08-02,SOL,0.9884,0.0197
2025-08-03,SOL,1.2308,0.0149
2025-08-04,SOL,1.1767,0.0248
2025-08-05,SOL,1.8549,0.0176
2025-08-06,SOL,1.5862,0.0223
2025-08-07,SOL,1.0983,0.018
2025-08-08,SOL,0.831,0.0244
2025-08-09,SOL,2.0538,0.0151
2025-08-10,SOL,1.5668,0.009
2025-08-11,SOL,1.0393,0.0191
2025-08-12,SOL,1.3813,0.0228
2025-08-13,SOL,0.6955,0.0216
2025-08-14,SOL,1.4337,0.0239
2025-08-15,SOL,-0.1347,0.0215
2025-08-16,SOL,0.2607,0.0174
2025-08-17,SOL,0.2698,0.0086
2025-08-18,SOL,0.1441,0.0206
2025-08-19,SOL,1.3294,0.0206
2025-08-20,SOL,0.1429,0.0159
2025-08-21,SOL,-0.0758,0.0211
2025-08-22,SOL,0.1397,0.0214
2025-08-23,SOL,0.0223,0.0196
2025-08-24,SOL,-0.1452,0.0234
2025-08-25,SOL,0.759,0.0249
2025-08-26,SOL,0.1758,0.032
2025-08-27,SOL,1.0838,0.0265
2025-08-28,SOL,1.8133,0.0319
2025-08-29,SOL,1.3797,0.0298
2025-08-30,SOL,0.7363,0.0185
2025-08-31,SOL,-0.2622,0.0105
2025-09-01,SOL,1.5437,0.0256
2025-09-02,SOL,0.2521,0.0244
2025-09-03,SOL,1.5034,0.0281
2025-09-04,SOL,1.1296,0.0304
2025-09-05,SOL,1.2629,0.0244
2025-09-06,SOL,1.0721,0.0109
2025-09-07,SOL,0.7777,0.0086
2025-09-08,SOL,1.0085,0.0258
2025-09-09,SOL,1.6224,0.0263
2025-09-10,SOL,1.2621,0.0237
2025-09-11,SOL,1.8953,0.0264
2025-09-12,SOL,1.7778,0.0442
2025-09-13,SOL,1.4,0.0117
2025-09-14,SOL,0.6807,0.0096
2025-09-15,SOL,1.3974,0.0299
2025-09-16,SOL,0.9266,0.0515
2025-09-17,SOL,1.6276,0.0287
2025-09-18,SOL,1.2873,0.0262
2025-09-19,SOL,2.0185,0.0351
2025-09-20,SOL,0.3,0.0198
2025-09-21,SOL,0.9351,0.0124
2025-09-22,SOL,0.3002,0.0327
2025-09-23,SOL,0.6325,0.0293
2025-09-24,SOL,1.8676,0.0437
2025-09-25,SOL,0.7516,0.0267
2025-09-26,SOL,0.4014,0.0273
2025-09-27,SOL,1.2191,0.0207
2025-09-28,SOL,0.745,0.0227
2025-09-29,SOL,0.6561,0.0224
2025-09-30,SOL,1.1205,0.024
2025-10-01,SOL,1.6884,0.0253
2025-10-02,SOL,1.6701,0.022
2025-10-03,SOL,1.5397,0.0232
2025-10-04,SOL,1.8051,0.0301
2025-10-05,SOL,0.62,0.0142
2025-10-06,SOL,2.2419,0.0348
2025-10-07,SOL,0.9858,0.0286
2025-10-08,SOL,0.495,0.0255
2025-10-09,SOL,1.4717,0.0241
2025-10-10,SOL,0.5199,0.021
2025-10-11,SOL,-1.2573,0.018
2025-10-12,SOL,-2.7023,0.0249
2025-10-13,SOL,-0.1109,0.0273
2025-10-14,SOL,-0.0401,0.026
2025-10-15,SOL,1.3859,0.0221
2025-10-16,SOL,0.6028,0.0355
2025-10-17,SOL,0.048,0.0314
2025-10-18,SOL,0.9316,0.0166
2025-10-19,SOL,0.618,0.0175
2025-10-20,SOL,1.8579,0.0175
2025-10-21,SOL,1.9993,0.025
2025-10-22,SOL,1.3487,0.0284
2025-10-23,SOL,1.0374,0.0165
2025-10-24,SOL,0.6933,0.02
2025-10-25,SOL,1.226,0.0198
2025-10-26,SOL,1.1525,0.0214
2025-10-27,SOL,1.4576,0.0214
2025-10-28,SOL,1.4182,0.0219
2025-10-29,SOL,0.7777,0.0231
2025-10-30,SOL,0.6536,0.0251
2025-10-31,SOL,0.892,0.0269
2025-11-01,SOL,0.2086,0.0257
2025-11-02,SOL,1.8568,0.0196
2025-11-03,SOL,-1.3363,0.0181
2025-11-04,SOL,-0.6436,0.0284
2025-11-05,SOL,0.772,0.0396
2025-11-06,SOL,1.0317,0.0215
2025-11-07,SOL,0.2638,0.0266
2025-11-08,SOL,-0.0593,0.0165
2025-11-09,SOL,1.5159,0.0203
2025-11-10,SOL,0.5053,0.0207
2025-11-11,SOL,1.1003,0.0184
2025-11-12,SOL,1.8366,0.0253
2025-11-13,SOL,3.5125,0.0689
2025-11-14,SOL,0.3615,0.0309
2025-11-15,SOL,0.7674,0.0209
2025-11-16,SOL,1.441,0.027
2025-11-17,SOL,-0.0293,0.0274
2025-11-18,SOL,0.2127,0.0273
2025-11-19,SOL,0.8845,0.0311
2025-11-20,SOL,0.8538,0.035
2025-11-21,SOL,0.6244,0.0351
2025-11-22,SOL,-1.0986,0.0143
2025-11-23,SOL,-0.3675,0.0134
2025-11-24,SOL,0.5978,0.0201
2025-11-25,SOL,0.1788,0.0224
2025-11-26,SOL,0.9399,0.0191
2025-11-27,SOL,0.2898,0.0212
2025-11-28,SOL,-0.8154,0.0205
2025-11-29,SOL,-0.4376,0.0248
2025-11-30,SOL,0.1232,0.0122
2025-12-01,SOL,-1.2812,0.0343
2025-12-02,SOL,0.0369,0.0383
2025-12-03,SOL,0.6486,0.0401
2025-12-04,SOL,1.6178,0.0316
2025-12-05,SOL,1.4648,0.0224
2025-12-06,SOL,0.0,0.0
2025-12-07,SOL,0.6271,0.0163
2025-12-08,SOL,0.2009,0.0249
2025-12-09,SOL,1.6528,0.0239
2025-12-10,SOL,0.1382,0.0284
2025-12-11,SOL,1.6917,0.0347
2025-12-12,SOL,0.722,0.0299
2025-12-13,SOL,0.1125,0.0156
2025-12-14,SOL,1.0644,0.0113
2025-12-15,SOL,0.2185,0.017
2025-12-16,SOL,1.0776,0.0404
